CSD Code / Code de la SDR 1996,CSD Name / Nom de la SDR 1996,2A Population / Population 2A 1996,Income / Revenu 1996,Education / Scolarité 1996,Housing / Logement 1996,Labour Force Activity / Activité sur le marché du travail 1996,CWB / IBC 1996,Community Type / Type de collectivité 1996
2414030,Saint-Joseph-de-Kamouraska,412,66,34,88,85,68,Non-Aboriginal Communities
2414035,Saint-Alexandre,"1,807",70,34,95,81,70,Non-Aboriginal Communities
2414040,Saint-André,598,58,38,91,69,64,Non-Aboriginal Communities
2414045,Saint-Germain,300,71,53,96,74,73,Non-Aboriginal Communities
2414050,Kamouraska,707,69,45,93,67,68,Non-Aboriginal Communities
2414055,Saint-Denis,488,65,39,99,65,67,Non-Aboriginal Communities
2414060,Saint-Philippe-de-Néri,967,61,38,96,77,68,Non-Aboriginal Communities
2414065,Rivière-Ouelle,"1,257",73,39,92,72,69,Non-Aboriginal Communities
2414070,Saint-Pacôme,"1,799",70,37,96,74,69,Non-Aboriginal Communities
2414075,Saint-Gabriel-Lalemant,883,66,23,90,66,61,Non-Aboriginal Communities
2414080,Saint-Onésime-d'Ixworth,649,60,28,95,73,64,Non-Aboriginal Communities
2414085,La Pocatière,"4,887",76,50,97,82,76,Non-Aboriginal Communities
2414090,Sainte-Anne-de-la-Pocatière,"1,862",72,50,96,86,76,Non-Aboriginal Communities
2414902,Picard,0, , , , ,,Non-Aboriginal Communities
2414904,Petit-Lac-Sainte-Anne,0, , , , ,,Non-Aboriginal Communities
2415005,Saint-Irénée,643,75,36,97,81,73,Non-Aboriginal Communities
2415012,La Malbaie-Pointe-au-Pic,"4,918",72,39,96,78,71,Non-Aboriginal Communities
2415020,Sainte-Agnès,675,63,34,95,73,66,Non-Aboriginal Communities
2415025,Notre-Dame-des-Monts,913,65,34,91,63,63,Non-Aboriginal Communities
2415030,Saint-Aimé-des-Lacs,900,72,39,94,74,70,Non-Aboriginal Communities
2415035,Clermont,"3,225",76,40,97,80,73,Non-Aboriginal Communities
2415040,Cap-à-l'Aigle,713,77,51,96,83,77,Non-Aboriginal Communities
2415045,Rivière-Malbaie,"2,022",70,37,95,81,71,Non-Aboriginal Communities
2415050,Saint-Fidèle-de-Mont-Murray,946,65,38,91,70,66,Non-Aboriginal Communities
2415055,Saint-Siméon,"1,012",67,29,96,72,66,Non-Aboriginal Communities
2415060,Saint-Siméon,477,73,27,90,64,64,Non-Aboriginal Communities
2415065,Baie-Sainte-Catherine,295,62,31,91,69,63,Non-Aboriginal Communities
2415902,Mont-Élie,37, , , , ,,Non-Aboriginal Communities
2415904,Sagard,165, , , , ,47,Non-Aboriginal Communities
2416005,Petite-Rivière-Saint-François,753,67,36,96,70,67,Non-Aboriginal Communities
2416010,Baie-Saint-Paul,"3,569", , , , ,,Non-Aboriginal Communities
2416015,Baie-Saint-Paul,"2,412",72,37,98,77,71,Non-Aboriginal Communities
2416025,La Baleine,279,78,35,99,92,76,Non-Aboriginal Communities
2416028,L'Île-aux-Coudres,"1,066",71,32,100,82,71,Non-Aboriginal Communities
2416035,Rivière-du-Gouffre,"1,398",77,44,97,87,76,Non-Aboriginal Communities
2416040,Saint-Joseph-de-la-Rive,204, , , , ,76,Non-Aboriginal Communities
2416045,Les Éboulements,"1,013",64,28,92,67,63,Non-Aboriginal Communities
2416050,Saint-Hilarion,"1,215",67,29,93,78,67,Non-Aboriginal Communities
2416055,Saint-Urbain,"1,528",63,33,94,74,66,Non-Aboriginal Communities
2416902,Lac-Pikauba,0, , , , ,,Non-Aboriginal Communities
2417005,Saint-Omer,363,59,13,95,72,60,Non-Aboriginal Communities
2417010,Saint-Pamphile,"2,990",71,30,95,82,70,Non-Aboriginal Communities
2417015,Saint-Adalbert,708,59,14,92,68,58,Non-Aboriginal Communities
2417020,Saint-Marcel,548,62,17,88,67,59,Non-Aboriginal Communities
2417025,Sainte-Félicité,472,61,20,96,71,62,Non-Aboriginal Communities
2417030,Sainte-Perpétue,"2,028",71,21,91,75,65,Non-Aboriginal Communities
2417035,Tourville,800,66,31,91,69,64,Non-Aboriginal Communities
2417040,Saint-Damase-de-l'Islet,630,64,31,94,66,64,Non-Aboriginal Communities
2417045,Saint-Cyrille-de-Lessard,830,63,25,91,77,64,Non-Aboriginal Communities
2417050,Saint-Eugène,"1,158",67,31,96,79,68,Non-Aboriginal Communities
2417055,Saint-Aubert,"1,343",69,33,93,82,69,Non-Aboriginal Communities
2417060,Sainte-Louise,823,69,38,92,79,69,Non-Aboriginal Communities
2417065,Saint-Roch-des-Aulnaies,"1,008",76,41,91,79,72,Non-Aboriginal Communities
2417070,Saint-Jean-Port-Joli,"3,402",71,41,95,86,73,Non-Aboriginal Communities
2417075,L'Islet,934,73,36,98,87,73,Non-Aboriginal Communities
2417080,L'Islet-sur-Mer,"1,786",76,43,96,84,75,Non-Aboriginal Communities
2418005,Saint-Just-de-Bretenières,881,68,25,93,75,65,Non-Aboriginal Communities
2418010,Lac-Frontière,174, , , , ,53,Non-Aboriginal Communities
2418015,Saint-Fabien-de-Panet,"1,061",67,24,93,72,64,Non-Aboriginal Communities
2418020,Sainte-Lucie-de-Beauregard,408,61,29,94,73,64,Non-Aboriginal Communities
2418025,Sainte-Apolline-de-Patton,705,57,15,91,63,56,Non-Aboriginal Communities
2418030,Saint-Paul-de-Montminy,931,67,35,94,78,68,Non-Aboriginal Communities
2418035,Sainte-Euphémie-sur-Rivière-du-Sud,376,68,25,100,75,67,Non-Aboriginal Communities
2418040,Notre-Dame-du-Rosaire,394,71,32,90,60,63,Non-Aboriginal Communities
2418045,Cap-Saint-Ignace,"3,078",69,36,93,82,70,Non-Aboriginal Communities
2418050,Montmagny,"11,885",74,39,95,81,72,Non-Aboriginal Communities
2418055,Saint-Pierre-de-la-Rivière-du-Sud,889,71,35,100,86,73,Non-Aboriginal Communities
2418060,Saint-François-de-la-Rivière-du-Sud,"1,609",71,35,94,83,71,Non-Aboriginal Communities
2418065,Berthier-sur-Mer,"1,227",76,47,92,82,74,Non-Aboriginal Communities
2418070,Saint-Antoine-de-l'Isle-aux-Grues,176, , , , ,67,Non-Aboriginal Communities
2419005,Saint-Philémon,853,58,22,97,70,62,Non-Aboriginal Communities
2419010,Notre-Dame-Auxiliatrice-de-Buckland,844,72,30,92,75,67,Non-Aboriginal Communities
2419015,Saint-Nazaire-de-Dorchester,406,62,34,88,90,68,Non-Aboriginal Communities
2419020,Saint-Léon-de-Standon,"1,237",65,26,95,76,66,Non-Aboriginal Communities
2419025,Saint-Malachie,"1,355",74,44,96,86,75,Non-Aboriginal Communities
2419030,Saint-Damien-de-Buckland,"2,216",78,42,95,86,75,Non-Aboriginal Communities
2419037,Armagh,"1,604",69,32,94,83,69,Non-Aboriginal Communities
2419045,Saint-Nérée,832,65,31,95,76,67,Non-Aboriginal Communities
2419050,Saint-Lazare-de-Bellechasse,"1,249",72,40,93,84,72,Non-Aboriginal Communities
2419055,Sainte-Claire,"3,160",74,41,95,89,75,Non-Aboriginal Communities
2419060,Saint-Anselme,"1,912",76,45,95,84,75,Non-Aboriginal Communities
2419065,Saint-Anselme,"1,405",72,48,93,88,76,Non-Aboriginal Communities
2419070,Honfleur,836,72,40,98,92,75,Non-Aboriginal Communities
2419075,Saint-Gervais,"1,875",69,33,96,84,71,Non-Aboriginal Communities
2419082,Saint-Raphaël,"2,187",66,28,91,76,65,Non-Aboriginal Communities
2419090,La Durantaye,721,68,35,89,80,68,Non-Aboriginal Communities
2419097,Saint-Charles-de-Bellechasse,"2,197",73,42,92,86,73,Non-Aboriginal Communities
2419105,Saint-Étienne-de-Beaumont,"2,067",78,51,96,81,76,Non-Aboriginal Communities
2419110,Saint-Michel-de-Bellechasse,"1,676",73,46,93,83,74,Non-Aboriginal Communities
2419117,Saint-Vallier,"1,042",73,44,94,88,75,Non-Aboriginal Communities
2420005,Saint-François,484,68,29,100,80,69,Non-Aboriginal Communities
2420010,Sainte-Famille,913,75,41,93,90,75,Non-Aboriginal Communities
2420015,Saint-Jean,847,72,44,95,83,73,Non-Aboriginal Communities
2420020,Saint-Laurent,"1,576",82,48,98,83,78,Non-Aboriginal Communities
2420025,Saint-Pierre,"1,982",80,58,94,88,80,Non-Aboriginal Communities
2420030,Sainte-Pétronille,"1,090",96,63,99,87,86,Non-Aboriginal Communities
2421005,Saint-Tite-des-Caps,"1,522",69,26,90,73,64,Non-Aboriginal Communities
2421010,Saint-Ferréol-les-Neiges,"2,219",81,48,98,79,77,Non-Aboriginal Communities
2421015,Saint-Louis-de-Gonzague-du-Cap-Tourmente,4, , , , ,,Non-Aboriginal Communities
2421020,Saint-Joachim,"1,493",75,42,94,83,73,Non-Aboriginal Communities
2421025,Beaupré,"2,799",81,47,96,78,75,Non-Aboriginal Communities
2421030,Sainte-Anne-de-Beaupré,"3,023",73,39,96,79,72,Non-Aboriginal Communities
2421035,Château-Richer,"3,579",77,43,94,80,74,Non-Aboriginal Communities
2421040,L'Ange-Gardien,"2,841",78,53,96,84,78,Non-Aboriginal Communities
2421045,Boischatel,"4,152",81,56,96,86,80,Non-Aboriginal Communities
2421902,Sault-au-Cochon,0, , , , ,,Non-Aboriginal Communities
2421904,Lac-Jacques-Cartier,0, , , , ,,Non-Aboriginal Communities
2422005,Sainte-Catherine-de-la-Jacques-Cartier,"4,428",76,50,97,86,77,Non-Aboriginal Communities
2422010,Fossambault-sur-le-Lac,921,79,50,96,79,76,Non-Aboriginal Communities
2422015,Lac-Saint-Joseph,83, , , , ,87,Non-Aboriginal Communities
2422020,Shannon,"3,751",73,51,92,85,75,Non-Aboriginal Communities
2422025,Saint-Gabriel-de-Valcartier,"2,204",83,54,92,90,80,Non-Aboriginal Communities
2422030,Lac-Delage,368,89,80,100,95,91,Non-Aboriginal Communities
2422035,Stoneham-et-Tewkesbury,"4,842",78,49,96,84,77,Non-Aboriginal Communities
2422040,Lac-Beauport,"5,008",89,70,96,91,86,Non-Aboriginal Communities
2422045,Sainte-Brigitte-de-Laval,"3,214",74,48,94,83,75,Non-Aboriginal Communities
2422902,Lac-Croche,0, , , , ,,Non-Aboriginal Communities
2423005,Beauport,"72,920",78,51,97,84,78,Non-Aboriginal Communities
2423010,Vanier,"11,174",70,35,97,77,70,Non-Aboriginal Communities
2423015,Notre-Dame-des-Anges,370, , , , ,,Non-Aboriginal Communities
2423020,Sillery,"12,003",98,74,96,85,88,Non-Aboriginal Communities
2423025,Québec,"167,264",79,52,96,80,77,Non-Aboriginal Communities
2423030,Charlesbourg,"70,942",81,55,97,84,79,Non-Aboriginal Communities
2423035,Saint-Émile,"9,889",77,51,96,88,78,Non-Aboriginal Communities
2423040,Lac-Saint-Charles,"8,540",73,46,97,83,75,Non-Aboriginal Communities
2423045,Loretteville,"14,168",79,52,96,84,78,Non-Aboriginal Communities
2423050,Val-Bélair,"20,176",74,51,97,84,76,Non-Aboriginal Communities
2423055,L'Ancienne-Lorette,"15,895",81,57,97,85,80,Non-Aboriginal Communities
2423060,Sainte-Foy,"72,330",86,66,97,83,83,Non-Aboriginal Communities
2423065,Cap-Rouge,"14,163",92,77,98,90,89,Non-Aboriginal Communities
2423070,Saint-Augustin-de-Desmaures,"14,771",86,66,98,90,85,Non-Aboriginal Communities
2423802,Wendake, , , , , ,,First Nations Communities
2424005,Saint-Henri,"3,886",75,40,94,85,74,Non-Aboriginal Communities
2424010,Pintendre,"6,035",75,52,97,86,77,Non-Aboriginal Communities
2424015,Saint-Joseph-de-la-Pointe-de-Lévy,894,74,40,91,88,73,Non-Aboriginal Communities
2424020,Lévis,"40,407",79,51,96,82,77,Non-Aboriginal Communities
2425005,Saint-Lambert-de-Lauzon,"4,590",75,44,93,83,74,Non-Aboriginal Communities
2425010,Saint-Étienne-de-Lauzon,"8,207",75,54,96,89,79,Non-Aboriginal Communities
2425015,Sainte-Hélène-de-Breakeyville,"3,423",77,54,98,88,79,Non-Aboriginal Communities
2425020,Saint-Jean-Chrysostome,"16,161",79,62,98,89,82,Non-Aboriginal Communities
2425025,Saint-Romuald,"10,604",81,53,96,84,79,Non-Aboriginal Communities
2425030,Charny,"10,661",79,57,97,87,80,Non-Aboriginal Communities
2425035,Saint-Rédempteur,"6,358",79,61,97,87,81,Non-Aboriginal Communities
2425043,Bernières-Saint-Nicolas,"15,594",83,63,97,88,83,Non-Aboriginal Communities
2426005,Saint-Édouard-de-Frampton,"1,278",72,31,92,81,69,Non-Aboriginal Communities
2426010,Saints-Anges,938,68,38,96,87,72,Non-Aboriginal Communities
2426015,Vallée-Jonction,"1,827",75,39,95,86,74,Non-Aboriginal Communities
2426022,Saint-Elzéar,"1,665",70,41,94,87,73,Non-Aboriginal Communities
2426030,Sainte-Marie,"10,966",75,45,96,86,75,Non-Aboriginal Communities
2426035,Sainte-Marguerite,985,68,38,91,86,71,Non-Aboriginal Communities
2426040,Sainte-Hénédine,"1,175",73,40,91,89,74,Non-Aboriginal Communities
2426048,Scott,"1,544",72,40,93,87,73,Non-Aboriginal Communities
2426055,Saint-Bernard,"2,023",68,33,95,92,72,Non-Aboriginal Communities
2426063,Saint-Isidore,"2,657",68,44,93,83,72,Non-Aboriginal Communities
2427005,Saint-Victor,"1,253",67,33,94,84,70,Non-Aboriginal Communities
2427010,Saint-Victor-de-Tring,"1,155",70,29,94,87,70,Non-Aboriginal Communities
2427015,Saint-Alfred,467,63,29,90,80,66,Non-Aboriginal Communities
2427020,Saint-François-Ouest,"1,263",72,45,96,86,75,Non-Aboriginal Communities
2427025,Beauceville,"3,751",71,40,93,79,71,Non-Aboriginal Communities
2427030,Saint-François-de-Beauce,"1,357",71,31,90,82,69,Non-Aboriginal Communities
2427035,Saint-Odilon-de-Cranbourne,"1,448",68,39,96,82,71,Non-Aboriginal Communities
2427040,Saint-Joseph-de-Beauce,"1,121",67,43,98,89,74,Non-Aboriginal Communities
2427045,Saint-Joseph-de-Beauce,"3,240",72,40,97,82,73,Non-Aboriginal Communities
2427050,Saint-Joseph-des-Érables,455,70,35,96,87,72,Non-Aboriginal Communities
2427055,Saint-Jules,537,60,30,95,83,67,Non-Aboriginal Communities
2427060,Tring-Jonction,"1,387",67,35,95,81,70,Non-Aboriginal Communities
2427065,Saint-Frédéric,"1,006",70,33,86,83,68,Non-Aboriginal Communities
2427070,Saint-Séverin,272,60,17,100,71,62,Non-Aboriginal Communities
2428005,Saint-Zacharie,"2,180",67,23,92,79,65,Non-Aboriginal Communities
2428015,Sainte-Aurélie,867,65,26,88,81,65,Non-Aboriginal Communities
2428020,Saint-Prosper,"3,772",68,37,95,83,71,Non-Aboriginal Communities
2428025,Saint-Benjamin,917,64,29,90,78,65,Non-Aboriginal Communities
2428030,Sainte-Rose-de-Watford,814,68,30,95,79,68,Non-Aboriginal Communities
2428035,Saint-Louis-de-Gonzague,455,71,28,88,67,63,Non-Aboriginal Communities
2428040,Saint-Cyprien,617,65,20,95,69,62,Non-Aboriginal Communities
2428045,Sainte-Justine,"1,939",72,34,94,81,70,Non-Aboriginal Communities
2428050,Lac-Etchemin,"2,488",74,36,97,81,72,Non-Aboriginal Communities
2428055,Sainte-Germaine-du-Lac-Etchemin,"1,565",70,33,92,85,70,Non-Aboriginal Communities
2428060,Saint-Luc,524,62,30,90,69,63,Non-Aboriginal Communities
2428065,Sainte-Sabine,455,60,24,89,74,62,Non-Aboriginal Communities
2428070,Saint-Camille-de-Lellis,963,65,26,96,75,66,Non-Aboriginal Communities
2428075,Saint-Magloire-de-Bellechasse,800,62,24,98,71,64,Non-Aboriginal Communities
2429005,Saint-Théophile,823,65,22,97,83,67,Non-Aboriginal Communities
2429010,Saint-Gédéon,"1,770",68,21,97,85,68,Non-Aboriginal Communities
2429015,Saint-Gédéon,584,68,15,94,81,64,Non-Aboriginal Communities
2429020,Saint-Hilaire-de-Dorset,121, , , , ,82,Non-Aboriginal Communities
2429025,Saint-Évariste-de-Forsyth,638,62,26,93,92,68,Non-Aboriginal Communities
2429030,La Guadeloupe,"1,772",69,32,96,86,71,Non-Aboriginal Communities
2429035,Shenley,"1,009",71,26,98,88,71,Non-Aboriginal Communities
2429040,Saint-Honoré,691,70,22,94,82,67,Non-Aboriginal Communities
2429045,Saint-Martin,"2,546",71,27,93,81,68,Non-Aboriginal Communities
2429050,Saint-René,573,57,20,94,72,61,Non-Aboriginal Communities
2429057,Saint-Côme-Linière,"3,241",67,31,95,84,69,Non-Aboriginal Communities
2429065,Saint-Philibert,414,69,36,86,80,68,Non-Aboriginal Communities
2429070,Saint-Georges-Est,"3,555",74,46,98,85,76,Non-Aboriginal Communities
2429075,Saint-Georges,"20,057",75,45,97,83,75,Non-Aboriginal Communities
2429085,Aubert-Gallion,"2,209",72,42,100,86,75,Non-Aboriginal Communities
2429090,Saint-Jean-de-la-Lande,763,68,45,96,77,72,Non-Aboriginal Communities
2429095,Lac-Poulin,63, , , , ,,Non-Aboriginal Communities
2429100,Saint-Benoît-Labre,"1,553",71,30,93,87,70,Non-Aboriginal Communities
2429105,Saint-Éphrem-de-Tring,"1,248",68,30,97,85,70,Non-Aboriginal Communities
2429115,Saint-Éphrem-de-Beauce,"1,280",70,27,93,88,70,Non-Aboriginal Communities
2429120,Notre-Dame-des-Pins,"1,025",72,39,95,82,72,Non-Aboriginal Communities
2429125,Saint-Simon-les-Mines,383,69,45,95,86,74,Non-Aboriginal Communities
2430005,Saint-Augustin-de-Woburn,715,68,29,91,78,67,Non-Aboriginal Communities
2430010,Notre-Dame-des-Bois,654,55,36,84,75,63,Non-Aboriginal Communities
2430015,Val-Racine,104, , , , ,68,Non-Aboriginal Communities
2430020,Piopolis,300,67,33,95,77,68,Non-Aboriginal Communities
2430025,Frontenac,"1,402",74,33,94,85,71,Non-Aboriginal Communities
2430030,Lac-Mégantic,"5,864",76,37,96,87,74,Non-Aboriginal Communities
2430035,Marston,595,74,35,97,80,71,Non-Aboriginal Communities
2430040,Milan,281,64,31,96,85,69,Non-Aboriginal Communities
2430045,Nantes,"1,361",68,28,94,87,69,Non-Aboriginal Communities
2430050,Sainte-Cécile-de-Whitton,821,67,30,91,82,67,Non-Aboriginal Communities
2430055,Audet,732,64,31,88,83,67,Non-Aboriginal Communities
2430060,Saint-Ludger,173, , , , ,67,Non-Aboriginal Communities
2430065,Risborough,942,68,24,94,87,68,Non-Aboriginal Communities
2430070,Saint-Robert-Bellarmin,687,62,15,83,82,61,Non-Aboriginal Communities
2430075,Gayhurst-Partie-Sud-Est,187, , , , ,68,Non-Aboriginal Communities
2430080,Lac-Drolet,"1,133",71,33,95,87,71,Non-Aboriginal Communities
2430085,Saint-Sébastien,799,76,30,94,87,72,Non-Aboriginal Communities
2430090,Courcelles,988,71,26,99,88,71,Non-Aboriginal Communities
2430095,Lambton,"1,517",71,31,94,85,70,Non-Aboriginal Communities
2430100,Saint-Romain,682,68,32,97,86,71,Non-Aboriginal Communities
2430105,Stornoway,564,69,30,94,87,70,Non-Aboriginal Communities
2430110,Stratford,786,74,35,94,84,72,Non-Aboriginal Communities
2431005,Beaulac,397,69,30,95,78,68,Non-Aboriginal Communities
2431010,Garthby,399,80,25,87,83,69,Non-Aboriginal Communities
2431015,Disraëli,"2,657",73,33,95,78,69,Non-Aboriginal Communities
2431020,Disraëli,"1,069",68,38,90,80,69,Non-Aboriginal Communities
2431025,Saint-Jacques-le-Majeur-de-Wolfestown,179, , , , ,68,Non-Aboriginal Communities
2431030,Saint-Fortunat,275, , , , ,72,Non-Aboriginal Communities
2431035,Saint-Julien,420,67,45,84,76,68,Non-Aboriginal Communities
2431040,Irlande,"1,011",68,44,91,86,72,Non-Aboriginal Communities
2431045,Saint-Joseph-de-Coleraine,"1,735",67,33,95,78,68,Non-Aboriginal Communities
2431050,Sainte-Praxède,354,58,24,97,78,64,Non-Aboriginal Communities
2431055,Saint-Méthode-de-Frontenac,"1,613",71,34,91,85,70,Non-Aboriginal Communities
2431060,Sainte-Clotilde-de-Beauce,583,67,33,94,82,69,Non-Aboriginal Communities
2431065,Sainte-Anne-du-Lac,63, , , , ,,Non-Aboriginal Communities
2431070,Sacré-Coeur-de-Marie-Partie-Sud,668,72,45,92,85,74,Non-Aboriginal Communities
2431080,Thetford-Partie-Sud,"3,030",77,47,98,83,76,Non-Aboriginal Communities
2431085,Black Lake,"4,408",73,42,93,83,73,Non-Aboriginal Communities
2431087,Thetford Mines,"17,635",75,44,96,80,74,Non-Aboriginal Communities
2431095,Saint-Adrien-d'Irlande,375,59,37,98,86,70,Non-Aboriginal Communities
2431100,Saint-Jean-de-Brébeuf,390,68,45,97,88,75,Non-Aboriginal Communities
2431105,Kinnear's Mills,358,71,34,91,79,69,Non-Aboriginal Communities
2431110,Pontbriand,858,66,36,88,88,70,Non-Aboriginal Communities
2431115,Robertsonville,"1,829",70,37,95,80,71,Non-Aboriginal Communities
2431122,East Broughton,"2,489",69,41,96,81,72,Non-Aboriginal Communities
2431130,Sacré-Coeur-de-Jésus,604,62,28,95,88,68,Non-Aboriginal Communities
2431135,Saint-Pierre-de-Broughton,871,65,31,93,81,67,Non-Aboriginal Communities
2431140,Saint-Jacques-de-Leeds,750,69,41,95,89,74,Non-Aboriginal Communities
2432005,Vianney,183, , , , ,65,Non-Aboriginal Communities
2432010,Bernierville,"1,871",72,37,97,82,72,Non-Aboriginal Communities
2432015,Saint-Ferdinand,771,71,38,96,90,74,Non-Aboriginal Communities
2432020,Halifax-Nord,345,73,32,95,89,72,Non-Aboriginal Communities
2432025,Sainte-Sophie,317,70,42,97,92,75,Non-Aboriginal Communities
2432030,Princeville,"3,997",72,38,96,87,73,Non-Aboriginal Communities
2432035,Princeville,"1,753",65,34,93,85,69,Non-Aboriginal Communities
2432040,Plessisville,"6,810",73,39,97,82,73,Non-Aboriginal Communities
2432045,Plessisville,"2,728",70,41,95,87,73,Non-Aboriginal Communities
2432050,Saint-Pierre-Baptiste,508,65,32,91,89,69,Non-Aboriginal Communities
2432055,Inverness,253, , , , ,67,Non-Aboriginal Communities
2432060,Inverness,602,67,37,84,83,68,Non-Aboriginal Communities
2432065,Lyster,"1,715",67,32,97,85,70,Non-Aboriginal Communities
2432070,Laurierville,915,67,23,98,87,69,Non-Aboriginal Communities
2432075,Sainte-Julie,671,66,37,98,90,73,Non-Aboriginal Communities
2432080,Notre-Dame-de-Lourdes,752,65,32,93,79,67,Non-Aboriginal Communities
2432085,Villeroy,493,65,25,89,83,66,Non-Aboriginal Communities
2433005,Saint-Sylvestre,363,71,30,95,87,71,Non-Aboriginal Communities
2433010,Saint-Sylvestre,605,68,44,92,89,73,Non-Aboriginal Communities
2433015,Sainte-Agathe,675,71,31,94,85,70,Non-Aboriginal Communities
2433020,Sainte-Agathe,561,65,36,99,77,69,Non-Aboriginal Communities
2433025,Saint-Patrice-de-Beaurivage,"1,125",66,39,96,86,72,Non-Aboriginal Communities
2433030,Saint-Narcisse-de-Beaurivage,"1,080",71,41,92,89,73,Non-Aboriginal Communities
2433035,Saint-Gilles,"1,806",68,40,94,82,71,Non-Aboriginal Communities
2433040,Saint-Octave-de-Dosquet,908,65,31,94,81,67,Non-Aboriginal Communities
2433045,Saint-Agapit,"2,913",70,43,96,82,73,Non-Aboriginal Communities
2433050,Saint-Flavien,796,69,36,94,83,70,Non-Aboriginal Communities
2433055,Saint-Flavien,657,71,29,96,87,71,Non-Aboriginal Communities
2433060,Laurier-Station,"2,399",70,40,98,85,73,Non-Aboriginal Communities
2433065,Saint-Janvier-de-Joly,936,67,27,92,79,66,Non-Aboriginal Communities
2433070,Val-Alain,895,64,27,85,75,63,Non-Aboriginal Communities
2433075,Sainte-Emmélie,322,62,55,88,94,75,Non-Aboriginal Communities
2433080,Saint-Édouard-de-Lotbinière,"1,278",67,34,89,83,68,Non-Aboriginal Communities
2433085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,759,68,35,92,84,70,Non-Aboriginal Communities
2433090,Saint-Apollinaire,"3,716",74,42,95,83,74,Non-Aboriginal Communities
2433095,Saint-Antoine-de-Tilly,"1,381",80,52,94,82,77,Non-Aboriginal Communities
2433100,Sainte-Croix,"1,618",74,39,96,81,72,Non-Aboriginal Communities
2433105,Sainte-Croix,825,70,42,89,85,71,Non-Aboriginal Communities
2433115,Lotbinière,"1,008",73,40,90,81,71,Non-Aboriginal Communities
2433125,Leclercville,295,79,43,78,83,71,Non-Aboriginal Communities
2434005,Neuville,"1,013",81,56,96,85,80,Non-Aboriginal Communities
2434010,Pointe-aux-Trembles,"2,248",77,53,94,85,77,Non-Aboriginal Communities
2434015,Pont-Rouge,"4,676",77,49,98,84,77,Non-Aboriginal Communities
2434020,Sainte-Jeanne-de-Pont-Rouge,"2,145",69,43,95,79,71,Non-Aboriginal Communities
2434025,Donnacona,"5,739",76,45,95,79,74,Non-Aboriginal Communities
2434030,Cap-Santé,"2,615",78,51,93,78,75,Non-Aboriginal Communities
2434035,Saint-Basile-Sud,"1,684",68,35,96,74,68,Non-Aboriginal Communities
2434040,Saint-Basile,840,70,42,92,83,72,Non-Aboriginal Communities
2434045,Notre-Dame-de-Portneuf,"1,727",75,35,94,79,71,Non-Aboriginal Communities
2434050,Portneuf,"1,470",78,45,97,80,75,Non-Aboriginal Communities
2434055,Deschambault,"1,240",79,44,94,83,75,Non-Aboriginal Communities
2434060,Saint-Gilbert,323,64,34,75,79,63,Non-Aboriginal Communities
2434065,Saint-Marc-des-Carrières,"2,955",74,39,97,79,72,Non-Aboriginal Communities
2434070,Grondines,718,75,41,96,75,72,Non-Aboriginal Communities
2434075,Saint-Casimir,"1,347",69,34,96,76,69,Non-Aboriginal Communities
2434080,Saint-Casimir,436,67,34,85,82,67,Non-Aboriginal Communities
2434085,Saint-Thuribe,360,71,38,89,79,69,Non-Aboriginal Communities
2434090,Saint-Ubalde,"1,540",70,31,90,86,69,Non-Aboriginal Communities
2434097,Saint-Alban,"1,159",70,33,95,81,70,Non-Aboriginal Communities
2434105,Sainte-Christine-d'Auvergne,337,74,38,97,72,70,Non-Aboriginal Communities
2434115,Saint-Léonard-de-Portneuf,988,70,42,95,71,70,Non-Aboriginal Communities
2434120,Lac-Sergent,198, , , , ,72,Non-Aboriginal Communities
2434128,Saint-Raymond,"8,733",73,40,94,80,72,Non-Aboriginal Communities
2434135,Rivière-à-Pierre,694,66,25,94,71,64,Non-Aboriginal Communities
2434902,Lac-Blanc,0, , , , ,,Non-Aboriginal Communities
2434904,Linton,0, , , , ,,Non-Aboriginal Communities
2434906,Lac-Lapeyrère,0, , , , ,,Non-Aboriginal Communities
2435005,Notre-Dame-de-Montauban,909,69,38,89,60,64,Non-Aboriginal Communities
2435010,Lac-aux-Sables,"1,441",66,29,87,67,62,Non-Aboriginal Communities
2435015,Saint-Adelphe,"1,014",64,30,90,74,64,Non-Aboriginal Communities
2435020,Saint-Séverin,976,66,36,96,77,69,Non-Aboriginal Communities
2435025,Saint-Tite,"2,555",72,34,94,78,70,Non-Aboriginal Communities
2435030,Saint-Tite,"1,445",70,42,96,81,72,Non-Aboriginal Communities
2435035,Hérouxville,"1,314",71,37,97,78,71,Non-Aboriginal Communities
2435040,Grandes-Piles,371,74,45,92,76,72,Non-Aboriginal Communities
2435045,Saint-Roch-de-Mékinac,298,74,26,89,57,61,Non-Aboriginal Communities
2435050,Sainte-Thècle,"2,698",69,33,95,75,68,Non-Aboriginal Communities
2435055,Boucher,454,65,26,93,63,62,Non-Aboriginal Communities
2435902,Lac-Masketsi,4, , , , ,,Non-Aboriginal Communities
2435904,Lac-Normand,1, , , , ,,Non-Aboriginal Communities
2435906,Rivière-de-la-Savane,0, , , , ,,Non-Aboriginal Communities
2435908,Lac-Boulé,0, , , , ,,Non-Aboriginal Communities
2436005,Charette,962,68,31,90,78,67,Non-Aboriginal Communities
2436010,Saint-Élie,"1,455",71,40,95,74,70,Non-Aboriginal Communities
